word,corpus,experiment,bias,external_score,bias_pmi,lor_se,dpmi_lower,dpmi_upper,lor_pvalue,lor_pvaluecor,bias_sgns,se_sgns,lower_sgns,upper_sgns,sgns_pvalue,sgns_pvaluecor,bias_glovewc,se_glovewc,lower_glovewc,upper_glovewc,glovewc_pvalue,glovewc_pvaluecor
destroy,wiki2014,glasgow-gender,gender,2.441,-0.0145742882799522,0.0197657371341276,-0.0533144211907283,0.0241658446308238,0.4608889173396677,0.5002311663686623,-0.0472421012511279,0.50364937016674,-1.0634129187472043,0.9314385740548607,0.9327169606091212,0.9896479857172528,-0.6897273704482746,0.422656085433739,-1.356805344723938,0.3177517755251279,0.1943127962085308,0.6417186851142648
destroyer,wiki2014,glasgow-gender,gender,1.971,1.7581028815501136,0.0295372426695082,1.7002109497152578,1.8159948133849693,0.0,0.0,0.7145187253173286,0.3988152133179947,-0.1937614806805062,1.3512176237774718,0.1775308833812446,0.7241330375674471,0.95152260887595,0.3485821788968556,0.1955683973561566,1.5492485909055436,0.065262994328335,0.4379716712284272
destruction,wiki2014,glasgow-gender,gender,2.1180000000000003,-0.2025810043454462,0.0285198711033365,-0.2584789245517105,-0.1466830841391819,1.2180096721588733e-12,2.7564107377090727e-12,-0.6194247147342343,0.4675834416095854,-1.4637322077677946,0.3417928881080508,0.2387537875844922,0.7734133694093634,-0.965400327135022,0.3942060479439815,-1.622591748518922,-0.0984070315763277,0.0603682697537098,0.4240960252372311
detach,wiki2014,glasgow-gender,gender,3.879,0.1306124971150009,0.1254044853310358,-0.1151757776336108,0.3764007718636126,0.2976292574198841,0.3348196952474309,-0.1843941664612274,0.5268731881847061,-1.191760055727197,0.8165821189705258,0.7274493046383342,0.9504592726523462,0.6528067271284822,0.446167271639233,-0.279921526893074,1.450664056522,0.2208064641442001,0.6669102955660988
detached,wiki2014,glasgow-gender,gender,3.412,0.4548719171721821,0.0437535274915092,0.3691165790922409,0.5406272552521234,2.5769394547596126e-25,8.040660624608015e-25,0.4410287737974021,0.5008421630866848,-0.6236205479739626,1.306837236391606,0.4093699013285681,0.8543606510258711,0.2680385132845034,0.5116148746089347,-0.7516845070581902,1.2057298900661273,0.6161914381166964,0.8777123994049765
detail,wiki2014,glasgow-gender,gender,5.206,-0.2616865293459726,0.0303514883742103,-0.3211743534366109,-0.2021987052553342,6.5769880868987705e-18,1.74151750346709e-17,0.27111977466446,0.5075965698785111,-1.017824057753432,1.0383540773220843,0.6230285137129982,0.9286384800576348,-0.5038529049551416,0.4818284068907746,-1.408055682074789,0.5029227329238541,0.3357936446274571,0.7483290938787212
detailed,wiki2014,glasgow-gender,gender,4.118,-0.4500201326677497,0.0290673778636966,-0.5069911464056118,-0.3930491189298875,4.566198279730924e-54,2.242489723934039e-53,-0.172658566321559,0.526227247206394,-1.0205628035509542,1.0472840046882463,0.787739880351177,0.9635193563708004,-0.3257349220308933,0.4898521724252246,-1.1572608080242208,0.743383976345075,0.5451013907233315,0.8522424706321322
determination,wiki2014,glasgow-gender,gender,3.839,-0.0434158393597856,0.0336899117102881,-0.1094468529542846,0.0226151742347133,0.1974990987709967,0.2285109562829731,0.053890301597757,0.5139551079636776,-1.0244698517353812,0.959524814425662,0.9187320332530496,0.9888218721919032,-0.0917325375126847,0.5120797420942785,-1.0436328756291713,0.9558936353877272,0.8645792867687049,0.965356128553064
determine,wiki2014,glasgow-gender,gender,3.6,0.1185161756214646,0.031708079038384,0.0563694826872824,0.1806628685556469,0.00018564452592,0.000282505023565978,0.2810366641320662,0.506657449558475,-0.733086576575453,1.2328517109297408,0.5994872193302774,0.9233189263363092,-0.1196382873653295,0.5203338740692749,-1.1031342216742674,0.9207031522887246,0.8241006914769637,0.9504928193865454
determined,wiki2014,glasgow-gender,gender,3.697,0.2789809115379652,0.0161978245326391,0.2472337588260931,0.3107280642498373,1.7415328199591628e-66,9.707205823927305e-66,1.3585161155525871,0.2226190538903474,0.8867524771103631,1.7508130718492472,0.0031077616346826,0.1939452436305827,-0.0311027570485133,0.522319940336676,-1.0165356228436333,1.0208814013089886,0.9566467251961774,0.9893270042366304
detest,wiki2014,glasgow-gender,gender,3.667,0.0849735089506034,0.2012638299455015,-0.3094963491331735,0.4794433670343803,0.6728792029317625,0.7049422754738452,0.7894509346207295,0.4099527993483713,-0.0552746929515036,1.5080649167468043,0.1310698469427395,0.6653668659872473,0.7467518239534865,0.3632655947351129,-0.1566367381982044,1.3094016755539972,0.1407816020511226,0.579557537984435
detonate,wiki2014,glasgow-gender,gender,2.4240000000000004,-0.3081711147695203,0.1136603607056827,-0.5309413282224901,-0.0854009013165505,0.0067012432400267,0.0091265282899015,-0.1445264357512762,0.5297819877685632,-1.1616743794886253,0.8500242017782137,0.7846321187164944,0.9626935935894368,0.2573175486912141,0.5092773248684082,-0.814963460813279,1.1458806977846765,0.6348380079247922,0.8834712672922602
detonation,wiki2014,glasgow-gender,gender,2.7190000000000003,0.1187842609077014,0.1474687326005387,-0.1702491438351222,0.4078176656505251,0.420537900628734,0.46064686658652,-0.5458087823614944,0.4958109175787039,-1.449171753175056,0.422283153422023,0.3139616191438116,0.8135620634038006,0.1277924175810897,0.5415082454827099,-1.0495609368960417,0.9503610459896644,0.8388625592417062,0.955456914801742
develop,wiki2014,glasgow-gender,gender,4.121,-0.2232058548075882,0.0189825471440879,-0.2604109635448343,-0.1860007460703422,6.342117760873367e-32,2.245989354689606e-31,-0.312434370289737,0.5083120630283089,-1.247029050477192,0.7688482842564276,0.5559008624038536,0.9113909438417483,-0.4500591335251285,0.4727069932255799,-1.303836072435658,0.5233584236529818,0.4019112734053298,0.7830468256007841
development,wiki2014,glasgow-gender,gender,3.735,-0.454933070349417,0.0135344818489283,-0.4814601673227277,-0.4284059733761062,9.608323682874894e-248,1.5653491996560162e-246,-0.5072752980668978,0.4796354217471444,-1.3555565034019323,0.5095846075153004,0.3460492580219097,0.825068472964549,-0.7025661713356175,0.3999435937097431,-1.3344219979687928,0.24489847066684,0.1869318623261595,0.6356888035710216
deviant,wiki2014,glasgow-gender,gender,3.1820000000000004,-0.4225814659472646,0.163483161320606,-0.743002574214404,-0.1021603576801252,0.0097417344882343,0.0131002398653899,0.2046193557292595,0.5055296670554084,-0.7877570737811658,1.1498469269334013,0.6924869862481547,0.9423453465175364,0.5275657354641434,0.4735485086929533,-0.4225189357502102,1.3706976044229724,0.3206433066583793,0.7402687081247806
deviation,wiki2014,glasgow-gender,gender,3.971,-0.5569570966970678,0.1674184888262838,-0.8850913051427056,-0.2288228882514301,0.0008786883097303,0.0012778719286201,-0.959941425874848,0.4025502731105596,-1.6658233586861897,-0.096704949823625,0.0609898220806464,0.5203917617583247,-0.2865651447956387,0.5135989107371398,-1.238549055196378,0.7650665410661649,0.5940486364695828,0.8713948725239157
device,wiki2014,glasgow-gender,gender,3.382,-0.2866609779401949,0.028585583418523,-0.3426876919175655,-0.2306342639628243,1.143573682420668e-23,3.4503376225004777e-23,-0.1484242296795498,0.5083095829338345,-1.0725942238782342,0.9131460418773142,0.7847098127573615,0.9626935935894368,-0.6851759169075156,0.4738161367887442,-1.512210894040092,0.3423467321787262,0.1897288477973739,0.6377725027854095
devil,wiki2014,glasgow-gender,gender,2.452,-0.0506340722067463,0.0283419270836381,-0.1061832285431373,0.0049150841296447,0.0740050640858743,0.0907319089567102,-0.3145391221937397,0.4899447840585122,-1.1540042644524198,0.7321104834962635,0.5628156320410225,0.9138111283014508,-0.7548527129319829,0.4304208726741401,-1.510310966011985,0.1661232923356204,0.1462201849118172,0.5835939749233918
devise,wiki2014,glasgow-gender,gender,3.971,-0.3443372977535816,0.0943360343753545,-0.529232527573609,-0.1594420679335541,0.0002621156992658,0.0003953588870297869,-0.0756102684555602,0.5258099806909589,-1.112580105482542,0.8650342030856478,0.8910729547043742,0.980810166158552,0.5061424506562453,0.4690801690346445,-0.4967502335424461,1.306451115247513,0.3437961308367648,0.7504885430217403
devote,wiki2014,glasgow-gender,gender,5.303,-0.3691828431376586,0.035688953722421,-0.4391319070795205,-0.2992337791957966,4.426942327132945e-25,1.375436644524328e-24,-0.1780719855804179,0.51130657966994,-1.0926399370084665,0.8817560311835153,0.7405019035040012,0.9527541865175502,-0.151313805411226,0.5019809159322314,-1.07858000046659,0.8733717475107627,0.7803589464688059,0.9376153413739048
devoted,wiki2014,glasgow-gender,gender,5.367,-0.2424860547588887,0.0174123343740071,-0.2766136030187115,-0.2083585064990659,4.344431075921941e-44,1.8603880234042652e-43,0.6675396931034466,0.4718282839365044,-0.2871482450561145,1.5119096045944034,0.2065884546655271,0.7489141946657085,0.224064518974861,0.5219393662158547,-0.8034384391142524,1.2509630795199431,0.6823867609354363,0.9029408547457194
devotion,wiki2014,glasgow-gender,gender,5.371,0.2015866536590234,0.0265396366531159,0.149569921656137,0.2536033856619097,3.0575383969881517e-14,7.265574104226537e-14,0.6573664947299614,0.4581113282558111,-0.3556132650298252,1.4512994766507537,0.2128039779348924,0.7553109799796741,0.592609167200675,0.4829295509742498,-0.3472020594011498,1.5309240104185908,0.2570118871882527,0.6994662969103922
